time,wealthlevels_bottom40,wealthlevels_next40,wealthlevels_top20,tot_hhs_bottom40,tot_hhs_next40,tot_hhs_top20,tot_wealth,sharebottom40,quantile_bottom40,sharenext40,quantile_next40,sharetop20,quantile_top20
1989-Q3,3.3465976497359998e6,8.21825337015e6,1.9471563905706e7,37206218,37210042,18603841,3.1036414925591998e7,10.782809991937771,89947.26767810692,26.479390064389797,220861.1688788204,62.737799943672435,1.0466421372718677e6
1989-Q4,3.303590310067e6,8.197878566536e6,1.9655470928661e7,37303364,37304601,18654274,3.1156939805264e7,10.603064135036956,88560.11779707053,26.311565313455333,219755.16013523372,63.085370551507715,1.0536711816638375e6
1990-Q1,3.3698272016600003e6,8.195527967272e6,1.9251529431772e7,37400240,37399193,18704336,3.0816884600704e7,10.93500282498711,90101.75340211722,26.594278018241912,219136.4922572527,62.47071915677098,1.0292548974618505e6
1990-Q2,3.3331510960605e6,8.162668225370999e6,1.93402697992955e7,37496906,37493866,18754067,3.0836089120727e7,10.809253673547293,88891.36335836616,26.471152659512597,217706.7636975872,62.71959366694011,1.0312573693639624e6
1990-Q3,3.4112129180590003e6,8.114509830437e6,1.866376567816e7,37593418,37588661,18803507,3.0189488426656e7,11.29933992206058,90739.63208290878,26.878593355931933,215876.53336300008,61.822066722007484,992568.3372872943
1990-Q4,3.42117262685e6,8.175724546970501e6,1.89389977813555e7,37689836,37683628,18852699,3.0535894955176003e7,11.203773892568007,90771.75679007996,26.7741441964342,216956.93808914846,62.022081910997784,1.0045775292628127e6
1991-Q1,3.41814105743e6,8.21399132383e6,1.936771352005e7,37786219,37778809,18901682,3.099984590131e7,11.026316286577268,90459.99170835273,26.496877919908922,217423.24708621704,62.47680579351381,1.0246555581693735e6
1991-Q2,3.4539889124545003e6,8.1661071957675e6,1.909688085687375e7,37882624,37874250,18950499,3.071697696509575e7,11.244560024182489,91176.07355959556,26.584996319939926,215611.06017327076,62.170443655877584,1.0077244328433647e6
1991-Q3,3.5326682600144995e6,8.283737485568999e6,1.9047450817482e7,37979111,37969997,18999188,3.08638565630655e7,11.445971610177882,93016.08613257165,26.83960595994369,218165.34474756476,61.714422429878425,1.0025402568510823e6
1991-Q4,3.5804461029504994e6,8.366520444648999e6,1.95639668128245e7,38075738,38066095,19047791,3.1510933360423997e7,11.362551727672223,94034.84452357823,26.5511666980861,219789.30186164353,62.086281574241674,1.0270989855371943e6
1992-Q1,3.526679596846e6,8.357220399538e6,1.9338853155786e7,38172563,38162588,19096349,3.1222753152170002e7,11.295223005024761,92387.81259843621,26.766442916828964,218989.87562211452,61.93833407814626,1.0126989800922679e6
1992-Q2,3.4934536703715e6,8.354087339369749e6,1.9153671642165497e7,38269646,38259523,19144903,3.1001212651906744e7,11.268764578977311,91285.23609472375,26.947614705181305,218353.1493419233,61.783620715841394,1.0004580144472654e6
1992-Q3,3.6028488485069997e6,8.449927199415e6,1.91016602297415e7,38367044,38356944,19193494,3.11544362776635e7,11.564480950310438,93904.78058479041,27.122709344201052,220297.1957154616,61.31280970548851,995215.3698405043
1992-Q4,3.6426232580485004e6,8.54606125174475e6,1.9534503284466002e7,38464829,38454909,19242167,3.1723187794259254e7,11.482525910298595,94700.10273667148,26.939478173411306,222235.89845823718,61.57799591629009,1.0151924824509632e6
1993-Q1,3.4984961189e6,8.4271840217e6,1.99055157131e7,38563120,38553525,19291001,3.18311958537e7,10.990778150401601,90721.29326932054,26.474607050367666,218584.008121177,62.53461479923074,1.0318549935848326e6
1993-Q2,3.569057941602e6,8.458878699964e6,1.9894750809614003e7,38662048,38652909,19340075,3.1922687451180004e7,11.180317907319774,92314.24940556692,26.498015597528656,218841.96865917646,62.321666495151575,1.0286801271253604e6
1993-Q3,3.6584462223360003e6,8.513434527072001e6,2.0030185357888002e7,38761745,38753182,19389472,3.2202066107296005e7,11.360905260383612,94382.90826008996,26.437541301559893,219683.49662414822,62.20155343805649,1.0330443942923252e6
1993-Q4,3.6944087669200003e6,8.565296650378e6,2.0334202768574e7,38862343,38854461,19439273,3.2593908185872e7,11.334660286370204,95063.9740614713,26.278826710601933,220445.6433040726,62.386513003027865,1.0460372035813273e6
1994-Q1,3.630326721384e6,8.449633849952001e6,2.0439506508964002e7,38963973,38956866,19489560,3.2519467080300003e7,11.163549243964145,93171.36939254115,25.98330971749138,216897.1664700133,62.85314103854448,1.0487413009305496e6
1994-Q2,3.6747502371247504e6,8.41693475358225e6,2.0327341205304e7,39066766,39060514,19540415,3.2419026196011e7,11.335165389936698,94063.33345137272,25.962947507096658,215484.48526771177,62.701887102966644,1.0402717242854873e6
1994-Q3,3.7607321995045003e6,8.439307509566002e6,2.0374718065187003e7,39170855,39165524,19591920,3.2574757774257503e7,11.544927595674872,96008.42768186961,25.9075065670488,215477.96755038953,62.54756583727633,1.0399551481012072e6
1994-Q4,3.79246846170725e6,8.42622620853975e6,2.039270843055225e7,39276371,39272017,19644155,3.261140310079925e7,11.629271055848262,96558.5252697417,25.838281727697993,214560.56633250465,62.53244721645375,1.0381056569016203e6
1995-Q1,3.8386284513000003e6,8.435562573975e6,2.0750386517325e7,39383446,39380109,19697205,3.30245775426e7,11.623550509763124,97468.06948533657,25.543286853839568,214208.71572435214,62.83316263639731,1.0534685767511178e6
1995-Q2,4.03347605533075e6,8.4756303378595e6,2.08740981484575e7,39492210,39489920,19751149,3.338320454164775e7,12.082351322200727,102133.4601262059,25.388905751350478,214627.69075904688,62.5287429264488,1.0568548770736072e6
1995-Q3,4.1604245273700003e6,8.497491515276501e6,2.11728832740705e7,39602796,39601568,19806070,3.3830799316717e7,12.297742327696605,105053.80800310161,25.11761970423675,214574.62278454483,62.58463796806666,1.069009817397924e6
1995-Q4,4.18282879630875e6,8.53722322167225e6,2.17496217148875e7,39715275,39715111,19862015,3.44696737328685e7,12.13480820481402,105320.40370635102,24.767345603076002,214961.58531880347,63.09784619210998,1.0950360129567669e6
1996-Q1,4.21155007026e6,8.579516097828e6,2.210524389242e7,39829474,39830361,19918895,3.4896310060508e7,12.068754727813452,105739.5352562276,24.58574010533395,215401.41445938693,63.34550516685261,1.1097625592393554e6
1996-Q2,4.2296646450310005e6,8.629668254098501e6,2.22930704276735e7,39945159,39947070,19976588,3.5152403326803e7,12.03236264021233,105886.78956143347,24.54929802059523,216027.56482762066,63.41833933919244,1.1159598640004739e6
1996-Q3,4.26848465832e6,8.66629849821e6,2.227705218387e7,40062095,40064990,20034969,3.5211835340399995e7,12.122300973680264,106546.7159997499,24.611890900974416,216306.0192504728,63.26580812534534,1.1119084927892825e6
1996-Q4,4.224057044768e6,8.653954980088e6,2.28541970891685e7,40180051,40183873,20093917,3.57322091140245e7,11.82142708078495,105128.21511271849,24.218919553707128,215358.90729318198,63.95965336550793,1.1373689405190884e6
1997-Q1,4.179992359812e6,8.582524479318e6,2.3067835980658e7,40298792,40303469,20153309,3.5830352819787994e7,11.666065307354494,103725.00396071425,23.953223465268636,212947.53757593423,64.38071122737689,1.144617788605236e6
1997-Q2,4.29327067542375e6,8.789489872481e6,2.41311956806205e7,40418084,40423530,20213018,3.721395622852525e7,11.536722000368428,106221.52884396375,23.61879994297322,217434.99077099402,64.84447805665835,1.193844268115751e6
1997-Q3,4.407899155128e6,8.9079017618085e6,2.4839519836310998e7,40537695,40543809,20272926,3.81553207532475e7,11.552515004746311,108735.811326421,23.346420855472232,219710.52995559692,65.10106413978146,1.2252557838129038e6
1997-Q4,4.39511564535825e6,8.952220121249748e6,2.54106887888545e7,40657388,40664055,20332906,3.8758024555462494e7,11.339885599868142,108101.2790432639,23.097720340310886,220150.69872519473,65.56239405982099,1.2497322708743403e6
1998-Q1,4.47766483255e6,9.19151384515e6,2.701056184645e7,40776933,40784021,20392837,4.067974052415e7,11.007112569687564,109808.76939788483,22.59481925577512,225370.46666266673,66.39806817453731,1.324512221936065e6
1998-Q2,4.50783753055075e6,9.3029695358455e6,2.7377412578195497e7,40896096,40903460,20452595,4.118821964459175e7,10.944482595869266,110226.59792638275,22.586481319463957,227437.2274581539,66.46903608466678,1.338578922537482e6
1998-Q3,4.6276156776465e6,9.3014539826175e6,2.6328488172624e7,41014641,41022120,20512058,4.0257557832888e7,11.495023361466842,112828.38432369797,23.104863989088706,226742.40099286678,65.40011264944445,1.2835615116057103e6
1998-Q4,4.5834837110015005e6,9.54660297663775e6,2.8255373209419e7,41132503,41139929,20571185,4.238545989705825e7,10.813811439426226,111432.16134941994,22.523296903758098,232052.00418886842,66.66289165681569,1.3735413496800987e6
1999-Q1,4.600955422064e6,9.566537145856e6,2.819789201272e7,41250294,41257512,20630281,4.236538458064e7,10.860176220768993,111537.5183038453,22.58102278676749,231873.82568914964,66.5588009924635,1.3668205494980898e6
1999-Q2,4.59019909203125e6,9.644166640887499e6,2.8923666906574998e7,41368788,41375664,20689729,4.315803263949375e7,10.635793179855877,110958.0269074175,22.346168374834953,233087.9001938796,67.01803844530917,1.3979722453868294e6
1999-Q3,4.644008364321e6,9.661324147636e6,2.83997375207635e7,41488763,41495183,20749917,4.2705070032720506e7,10.874606600019094,111934.12453200882,22.623365657130453,232830.01662231493,66.50202774285044,1.3686675238635172e6
1999-Q4,4.752687991077e6,1.0132037745063001e7,3.05276774338965e7,41610998,41616868,20811230,4.54124031700365e7,10.46561657017276,114217.1113290049,22.31116839847887,243459.88134097456,67.22321503134837,1.4668848229487878e6
2000-Q1,4.717584582853e6,1.0286645883694e7,3.1491036030409e7,41736268,41741516,20874055,4.6495266496956006e7,10.146376047036648,113033.21568792399,22.124071241461657,246436.80607321498,67.72955271150168,1.5086209186671684e6
2000-Q2,4.680313534442e6,1.025233071887375e7,3.08473078599855e7,41865351,41869925,20938777,4.577995211330125e7,10.22350028426995,111794.44152855664,22.394804375286714,244861.45410754258,67.38169534044334,1.4732144031136823e6
2000-Q3,4.7361831398785e6,1.04037759275925e7,3.10874150543265e7,41999025,42002892,21005782,4.62273741217975e7,10.245408115546102,112768.88308427398,22.505660607459916,247691.895300745,67.24893127699397,1.4799456194645122e6
2000-Q4,4.655122520945501e6,1.033176476798e7,3.0313976468259253e7,42138067,42141216,21075458,4.530086375718475e7,10.276012717764559,110473.09125369944,22.80699287183321,245170.0674223544,66.91699441040224,1.438354339358094e6
2001-Q1,4.55622263712e6,1.052101540608e7,3.005597379792e7,42283253,42285693,21148189,4.5133211841120005e7,10.095055173912778,107754.78029374892,23.31102746047979,248807.9220099337,66.59391736560742,1.42120792460858e6
2001-Q2,4.57813971752625e6,1.0688751132899249e7,3.10448185213275e7,42435362,42437123,21224362,4.6311709371753e7,9.885490688276352,107885.01621657546,23.080018591191674,251872.66188848967,67.03449072053196,1.4626973720730687e6
2001-Q3,4.6059474133399995e6,1.0660646001994498e7,2.9676032834484998e7,42595170,42596302,21304363,4.4942626249819495e7,10.248505255872756,108133.09145943071,23.720567513647058,250271.63160770384,66.03092723048019,1.3929556511257812e6
2001-Q4,4.68513421622675e6,1.104739316238675e7,3.0818430733064e7,42763134,42763703,21388418,4.65509581116775e7,10.064528006033596,109560.12289058958,23.73182767985922,258335.747079404,66.2036443141072,1.4408934187214782e6
2002-Q1,4.633903448724e6,1.1221870706874e7,3.1098752425341e7,42938428,42938500,21476114,4.6954526580938995e7,9.868917410414516,107919.72749267859,23.899443832172455,261347.52510856226,66.23163875741304,1.448062364790064e6
2002-Q2,4.489591427579e6,1.102043250772925e7,3.05456725022615e7,43119906,43119538,21566874,4.605569643756975e7,9.74817834676501,104118.76657567389,23.928489546711912,255578.63137887168,66.32333210652307,1.4163235943355304e6
2002-Q3,4.603301134347e6,1.0991823351763e7,2.8919928506450504e7,43306420,43305669,21660127,4.4515052992560506e7,10.340998886638006,106296.04419730377,24.692373956288424,253819.50228647894,64.96662715707356,1.3351689261309735e6
2002-Q4,4.881171822471751e6,1.1360973208543502e7,2.8908055673777252e7,43496824,43495737,21755298,4.515020070479251e7,10.810963730563516,112219.03977338095,25.1626195037879,261197.3952422855,64.02641676564858,1.3287823349409993e6
2003-Q1,4.747389519300001e6,1.1338107052456e7,2.8910666844732e7,43689972,43688593,21851812,4.499616341648801e7,10.550654008782464,108660.85057916725,25.197941761188826,259520.99332784646,64.2514042300287,1.3230329294766036e6
2003-Q2,4.734192690419501e6,1.1620019333191501e7,3.0307023261880755e7,43884714,43883084,21949095,4.666123528549176e7,10.145879468157778,107877.94334080657,24.902939800233877,264794.95682645054,64.95118073160833,1.380786919090776e6
2003-Q3,4.785255557634e6,1.1821252175037e7,3.070797452865e7,44079907,44078057,22046574,4.7314482261321e7,10.113722752379955,108558.65820302207,24.984426776029053,268189.04869234597,64.90185047159099,1.392868321792311e6
2003-Q4,4.98419017992e6,1.2163294804064e7,3.188860689388175e7,44274404,44272361,22143674,4.903609187786575e7,10.164329964007182,112574.98079296561,24.80478018998564,274737.8845249297,65.03088984600718,1.4400775089933923e6
2004-Q1,4.924342747715e6,1.2702960320666e7,3.3994853191991e7,44467056,44464844,22239822,5.1622156260372e7,9.539203908642607,110741.37104365532,24.607574035836024,285685.48043631954,65.85322205552137,1.5285577911545786e6
2004-Q2,4.973999879475e6,1.282567641169375e7,3.4004971967725e7,44656718,44654353,22334442,5.180464825889375e7,9.601454785712344,111383.0147453962,24.75777144088968,287221.1900974973,65.64077377339798,1.522535103752536e6
2004-Q3,5.0059933908735e6,1.2939778547904002e7,3.47701846069725e7,44842242,44839737,22426962,5.271595654575001e7,9.496163436831512,111635.66243796419,24.546227358454743,288578.37743125035,65.95760920471375,1.550374259651062e6
2004-Q4,5.204348922963e6,1.3353362104369499e7,3.600144881865e7,45022548,45019911,22516841,5.45591598459825e7,9.538909575687365,115594.27784857934,24.475014171892134,296610.1399971559,65.9860762524205,1.5988676572637344e6
2005-Q1,5.205656693328e6,1.3266896076784e7,3.6530542145104e7,45196819,45194068,22603676,5.5003094915216e7,9.464297784246886,115177.50161417334,24.120271954212996,293553.9256343111,66.41543026154011,1.6161327982715731e6
2005-Q2,5.316902135803999e6,1.3338192618176498e7,3.747259097734e7,45364305,45361466,22687098,5.612768573132049e7,9.47286898885455,117204.53197296859,23.764016713650978,294042.36225911434,66.76311429749447,1.651713717520857e6
2005-Q3,5.50202229918e6,1.3464497604195e7,3.83150052779175e7,45524254,45521365,22766739,5.72815251812925e7,9.605230101269893,120859.14245140624,23.505829430310552,295784.13573922927,66.88894046841955,1.6829377838397278e6
2005-Q4,5.67733887009575e6,1.367816536795975e7,3.9016393422572754e7,45675916,45673024,22842230,5.837189766062826e7,9.726150934998822,124296.11417307427,23.432792004611578,299480.17823299265,66.8410570603896,1.7080816287452127e6
2006-Q1,5.6585603217e6,1.3403210929368e7,4.0571788529519e7,45818538,45815702,22913202,5.9633559780587e7,9.488885692083198,123499.3644210123,22.47595310205053,292546.23075224296,68.03516120586627,1.770673017656764e6
2006-Q2,5.6332076028375e6,1.31517478203625e7,4.03639598325375e7,45951373,45948662,22979287,5.91489152557375e7,9.523771616912406,122590.62646153141,22.23497719865077,286227.00309233164,68.24125118443682,1.756536651138806e6
2006-Q3,5.768660479553999e6,1.320106186476e7,4.0750264722258e7,46073666,46071159,23040115,5.9719987066572e7,9.65951394651755,125205.15470928662,22.104930883598996,286536.3527051707,68.23555516988345,1.7686658561495028e6
2006-Q4,5.931306680283499e6,1.3256450084005998e7,4.13500517036645e7,46184669,46182455,23095319,6.0537808467953995e7,9.797689791534603,128425.87829921438,21.897803074624626,287045.15782034537,68.30450713384076,1.7904083378828627e6
2007-Q1,5.837107116753e6,1.2887134794135999e7,4.2373840645733e7,46283630,46281811,23144528,6.1098082556622e7,9.553666616859086,126116.01805547664,21.092535567205374,278449.23341776745,69.35379781593554,1.830836241107747e6
2007-Q2,5.755807715890749e6,1.2502696542939749e7,4.237346625961749e7,46369799,46368483,23187375,6.0631970518447995e7,9.493024334644504,124128.37320883683,20.62063369544563,269637.8171988018,69.88634196990986,1.8274369677299606e6
2007-Q3,5.705628241365e6,1.2338167364325e7,4.2637784087466e7,46442423,46441731,23223491,6.0681579693156004e7,9.402570384977158,122853.8020370944,20.33264036090439,265669.84258887765,70.26478925411844,1.8359765156524486e6
2007-Q4,5.705769227368751e6,1.20704998628125e7,4.154368125388125e7,46501363,46501421,23252810,5.931995034406251e7,9.618634530667398,122701.11797300976,20.348128737131805,259572.70989229556,70.03323673220079,1.786609070210493e6
2008-Q1,5.625447346872e6,1.139497889474e7,3.9879220583672e7,46548924,46549827,23276484,5.6899646825284004e7,9.886612063068673,120850.21228142673,20.026449249728053,244791.0041586191,70.08693868720327,1.7132836979877201e6
2008-Q2,5.519696568576001e6,1.1061878950725002e7,3.87100262055165e7,46588017,46589830,23295966,5.529160172481751e7,9.982884192878243,118478.89058201385,20.006436069222975,237431.19369023244,70.01067973789878,1.661662203899014e6
2008-Q3,5.303425782637e6,1.0611614022856e7,3.7120753835941e7,46621556,46624313,23312711,5.3035793641434e7,9.999710419141762,113754.80008940499,20.0084005428472,227598.29239427077,69.99188903801105,1.5922967447218387e6
2008-Q4,5.4681019106095005e6,1.047431093124e7,3.4312698625458e7,46652455,46656154,23328172,5.02551114673075e7,10.88068805531686,117209.30679016784,20.842279770991777,224500.09341190016,68.27703217369137,1.4708695831571373e6
2009-Q1,5.37721331112e6,9.75538505088e6,3.33025921368e7,46683628,46688235,23343804,4.8435190498799995e7,11.101872947631378,115184.13502738047,20.141110111091017,208947.39436776738,68.75701694127761,1.4266137659826137e6
2009-Q2,5.4166547174355e6,9.857006962258501e6,3.3155875561644e7,46717987,46723436,23361060,4.8429537241338e7,11.18460969478768,115943.66678160812,20.35329578545891,210964.94192461576,68.4620945197534,1.4192795858425945e6
2009-Q3,5.265401950512e6,9.76291738101e6,3.4389590733603e7,46758448,46764638,23381396,4.9417910065125e7,10.654845467105007,112608.5696965819,19.755828136285036,208767.0898042662,69.58932639660995,1.4708099864354976e6
2009-Q4,5.576627711457e6,1.0250131324095e7,3.3388513201768503e7,46807923,46814720,23406265,4.92152722373205e7,11.33109187035682,119138.54223903504,20.82713527351416,218951.03343766663,67.84177285612903,1.426477620490433e6
2010-Q1,5.245316441748001e6,1.0006776178056e7,3.4568453480058e7,46869326,46876565,23437122,4.9820546099862e7,10.528420204857067,111913.63071335826,20.085641289435237,213470.76472126317,69.38593850570768,1.4749444697202155e6
2010-Q2,5.0573272323925e6,9.80294576057875e6,3.393968168511375e7,46945570,46953052,23475419,4.8799954678085e7,10.363385100977638,107727.46464453409,20.08802226404739,208781.86492709248,69.54859263497498,1.4457540325526777e6
2010-Q3,5.213582397107e6,9.897604988243e6,3.4790452084136e7,47039570,47047062,23522613,4.9901639469486e7,10.447717655238597,110833.97227285453,19.8342280804125,210376.68597123027,69.71805426434891,1.479021573161791e6
2010-Q4,5.353498128684751e6,1.0200927184395751e7,3.504390292717051e7,47153310,47160560,23579691,5.0598328240251005e7,10.580385389938712,113533.87765746987,20.16060122769216,216302.07920337995,69.25901338236913,1.486190083117311e6
2011-Q1,4.968635510774001e6,9.879080414725e6,3.6178788872820005e7,47285071,47291854,23645789,5.1026504798319004e7,9.737362044318749,105078.31342315213,19.360684126361036,208896.02709855698,70.90195382932022,1.5300309443182466e6
2011-Q2,4.80020574608625e6,9.8350314076575e6,3.64031427669975e7,47432200,47438331,23719574,5.103837992074125e7,9.405090352673042,101201.41477912157,19.269873814432515,207322.45844942352,71.32503583289444,1.5347300405562723e6
2011-Q3,4.7830274449579995e6,9.5609129576265e6,3.49488840277795e7,47592051,47597383,23799716,4.9292824430364e7,9.70329353254039,100500.5530221423,19.396155663859773,200870.55957733013,70.90055080359984,1.4684580281453568e6
2011-Q4,4.9588189431105e6,9.833173797742e6,3.5116309260538004e7,47761972,47766401,23884882,4.99083020013905e7,9.93585985548525,103823.5804650298,19.702481157279276,205859.63337999862,70.36165898723547,1.470231641108296e6
2012-Q1,4.66521614754e6,9.63758390634e6,3.6812347346268e7,47939316,47942774,23973741,5.1115147400148e7,9.126876053039599,97315.0336049851,18.85465345701438,201022.65893792463,72.01847048994603,1.5355278655203625e6
2012-Q2,4.5056725114835e6,9.515265419639e6,3.69273552689475e7,48121430,48123893,24064964,5.0948293200069994e7,8.843618163595929,93631.30961576787,18.676318325862834,197724.3491011627,72.48006351054124,1.5344862044650265e6
2012-Q3,4.643290793721e6,9.836337945271e6,3.790270493255e7,48305668,48307149,24157219,5.2382333671542e7,8.864230491975166,96123.10492675519,18.77796817329434,203620.75073548636,72.3578013347305,1.5690011723845366e6
2012-Q4,4.6394483967405e6,9.980096796927e6,3.84046265650815e7,48489379,48489933,24249173,5.3024171758749e7,8.749685743040372,95679.6826938225,18.821787245135578,205817.9126980233,72.42852701182404,1.5837499515996485e6
2013-Q1,4.5537413647799995e6,1.014549151173e7,4.035995527918e7,48669913,48669634,24339496,5.505918815569e7,8.270629330573232,93563.78682616504,18.426518536818513,208456.29354291013,73.30285213260825,1.6582083408456773e6
2013-Q2,4.3778521731687505e6,1.00083930558875e7,4.117803622489375e7,48844622,48843643,24426857,5.556428145395e7,7.878896403613142,89628.130875263,18.01227838099941,204906.76864310674,74.10882521538744,1.6857689151286941e6
2013-Q3,4.483877841704999e6,1.041981399576e7,4.223571627197249e7,49010855,49009350,24509925,5.7139408109437495e7,7.847259868560687,91487.44378576949,18.235775169044846,212608.6960092309,73.91696496239446,1.7232087112454441e6
2013-Q4,4.54249620998125e6,1.0689302977924999e7,4.294050663730375e7,49166549,49164722,24587663,5.817230582521e7,7.808692032304965,92389.97453291363,18.375243728593272,217418.15153404098,73.81606423910176,1.7464248894782618e6
2014-Q1,4.416311693555e6,1.0683565161434999e7,4.4416576203925e7,49311979,49310020,24660216,5.9516453058915e7,7.42032071229668,89558.59779131963,17.950607961901557,216661.1403003892,74.62907132580176,1.8011430315097403e6
2014-Q2,4.48958118627375e6,1.088554623013575e7,4.5709629524034e7,49448004,49446087,24728023,6.10847569404435e7,7.349756978899021,90793.98202349583,17.820397060348387,220149.80134091803,74.82984596075259,1.8484951071112317e6
2014-Q3,4.391358460834499e6,1.0759389253485e7,4.6436570217090495e7,49575486,49573759,24791522,6.158731793140999e7,7.130296639521096,88579.23169597368,17.47013770833107,217037.9949094641,75.39956565214784,1.8730826698373135e6
2014-Q4,4.490740109029499e6,1.1075133876793249e7,4.752072448224449e7,49695283,49693875,24851154,6.308659846806724e7,7.118374136628387,90365.5203860998,17.55544623696772,222867.1818567831,75.32617962640387,1.9122139954645364e6
2015-Q1,4.415558230901999e6,1.1150704447679998e7,4.910556023267999e7,49808256,49807275,24907356,6.467182291126199e7,6.82763842448157,88651.1310675483,17.241982591058537,223877.0229385165,75.93037898445989,1.9715284204666282e6
2015-Q2,4.35399787312875e6,1.10571832159635e7,4.9600030213734e7,49915266,49914798,24960570,6.5011211302826256e7,6.697303104917641,87227.7806378664,17.00811751446755,221521.1452115563,76.2945793806148,1.9871353183734987e6
2015-Q3,4.372464856508e6,1.09467878292115e7,4.8756988592998e7,50017173,50017283,25011232,6.4076241278717496e7,6.823847293864732,87419.27210696215,17.084004321657055,218860.10540019735,76.09214838447822,1.9494037156185668e6
2015-Q4,4.572181043865749e6,1.1406979084173748e7,4.915089785834549e7,50114835,50115569,25059784,6.513005798638499e7,7.020078263743498,91234.08355760822,17.514154657375407,227613.48043706233,75.4657670788811,1.9613456308460396e6
2016-Q1,4.531840048714999e6,1.1381050326414999e7,5.002868065044499e7,50209115,50210493,25106663,6.594157102557499e7,6.872508462010035,90259.30946432732,17.25929508412976,226666.771155085,75.86819645386021,1.9926455638666514e6
2016-Q2,4.46907367455025e6,1.1294647996670999e7,5.093432178454025e7,50300871,50302897,25152309,6.66980434557615e7,6.700456929466651,88846.8447107059,16.93400197587857,224532.75398176367,76.36554109465477,2.0250356253392184e6
2016-Q3,4.6470611942235e6,1.1513998893969e7,5.1556926054153e7,50390965,50393618,25197162,6.77179861423455e7,6.862373586324938,92220.12704506652,17.002866667898516,228481.29090411807,76.13475974577655,2.0461401984141308e6
2016-Q4,4.863021962483e6,1.184852928811075e7,5.1223023820046e7,50480138,50483380,25241600,6.793457507063974e7,7.158390197372003,96335.35396600937,17.441088393929615,234701.58472175893,75.4005214086984,2.029309703824084e6
2017-Q1,4.865676068704001e6,1.2042655796744e7,5.2646318368944004e7,50568667,50572449,25285769,6.9554650234392e7,6.995471981107193,96219.18783629399,17.313947746356988,238126.80688538536,75.69058027253583,2.0820532833683644e6
2017-Q2,5.0122847463185005e6,1.2154614187712502e7,5.32279091055285e7,50656710,50660973,25329752,7.039480803955951e7,7.120247765292243,98946.11683858863,17.266350354818808,239920.66215768302,75.61340187988894,2.101398746641045e6
2017-Q3,5.140287225486001e6,1.2337158024846002e7,5.391057005351101e7,50744425,50749101,25373637,7.138801530384302e7,7.200490451524409,101297.5755560537,17.281833613578353,243101.0162100409,75.51767593489723,2.1246686099241907e6
2017-Q4,5.312474511425e6,1.27194437222725e7,5.50482793641e7,50831969,50836982,25417508,7.30801975977975e7,7.26937622782934,104510.50030001788,17.40477467271632,250200.60636708332,75.32584909945435,2.1657622519131303e6
2018-Q1,5.32993936062e6,1.2871754329892e7,5.5589246872472e7,50919502,50924766,25461448,7.3790940562984e7,7.223026729237376,104673.8312684205,17.44354284101496,252760.20570996832,75.33343042974766,2.183271229211787e6
2018-Q2,5.49614309771e6,1.2978404752462e7,5.60965781323165e7,51007181,51012603,25505545,7.45711259824885e7,7.3703367426698865,107752.33976780642,17.404061667929906,254415.65396029683,75.2256015894002,2.1993875501314127e6
2018-Q3,5.674163777157001e6,1.3171375277493002e7,5.692682633360401e7,51095165,51100640,25549883,7.577236538825402e7,7.4884342703079865,111050.894485946,17.382821837491147,257753.62652000057,75.12874389220086,2.2280660280755106e6
2018-Q4,5.741596294856501e6,1.29856482768025e7,5.3883102009600505e7,51183612,51189029,25594546,7.26103465812595e7,7.90740791800378,112176.45786421836,17.88401913530331,253680.30084732609,74.20857294669293,2.1052571907155733e6
2019-Q1,5.866136e6,1.3595772e7,5.7495028e7,51272681,51277917,25639620,7.6956936e7,7.622621565910576,114410.5571542085,17.666727271990144,265138.92910275585,74.71065116209928,2.242429021958984e6
2019-Q2,6.043947706912382e6,1.3781710304433368e7,5.8604326175564006e7,51362529,51367455,25685191,7.842998418690977e7,7.706169737977758,117672.3152964758,17.571991690817633,268296.5372614502,74.72183857120459,2.281638714524802e6
2019-Q3,6.245392935598111e6,1.3848302220750263e7,5.843281326954354e7,51453314,51457790,25731342,7.852650842589192e7,7.953228866010381,121379.79947410405,17.635194150799872,269119.6458446868,74.41157698318975,2.2708809073985936e6
2019-Q4,6.420535435926023e6,1.4257393733473241e7,6.056763968395855e7,51584536,51589024,25796965,8.124556885335782e7,7.90262844674595,124466.28260698172,17.548518565002322,276364.8665552045,74.54885298825172,2.347859125442026e6
